magazine,year,month,day,_circulation,_price,type,publishing company,titles included,editor,magazine_id,type_id,circulation_for_db,price_for_db
Life,1948,12,20,5291634,$0.20,,,,,0,0,5291634,$0.20
Life,1948,12,27,5250947,$0.20,,,,,0,0,5250947,$0.20
Life,1949,1,3,5372986,$0.20,,,,,0,0,5372986,$0.20
Life,1949,1,10,5367206,$0.20,,,,,0,0,5367206,$0.20
Life,1949,1,17,5396865,$0.20,,,,,0,0,5396865,$0.20
Life,1949,1,24,5372752,$0.20,,,,,0,0,5372752,$0.20
Life,1949,1,31,5427508,$0.20,,,,,0,0,5427508,$0.20
Life,1949,2,7,5344113,$0.20,,,,,0,0,5344113,$0.20
Life,1949,2,14,5374422,$0.20,,,,,0,0,5374422,$0.20
Life,1949,2,21,5356516,$0.20,,,,,0,0,5356516,$0.20
Life,1949,2,28,5392166,$0.20,,,,,0,0,5392166,$0.20
Life,1949,3,7,5413353,$0.20,,,,,0,0,5413353,$0.20
Life,1949,3,14,5422449,$0.20,,,,,0,0,5422449,$0.20
Life,1949,3,21,5435901,$0.20,,,,,0,0,5435901,$0.20
Life,1949,3,28,5498965,$0.20,,,,,0,0,5498965,$0.20
Life,1949,4,4,5367391,$0.20,,,,,0,0,5367391,$0.20
Life,1949,4,11,5354592,$0.20,,,,,0,0,5354592,$0.20
Life,1949,4,18,5334365,$0.20,,,,,0,0,5334365,$0.20
Life,1949,4,25,5319224,$0.20,,,,,0,0,5319224,$0.20
Life,1949,5,2,5216322,$0.20,,,,,0,0,5216322,$0.20
Life,1949,5,9,5223522,$0.20,,,,,0,0,5223522,$0.20
Life,1949,5,16,5270404,$0.20,,,,,0,0,5270404,$0.20
Life,1949,5,23,5296245,$0.20,,,,,0,0,5296245,$0.20
Life,1949,5,30,5267117,$0.20,,,,,0,0,5267117,$0.20
Life,1949,6,6,5310248,$0.20,,,,,0,0,5310248,$0.20
Life,1949,6,13,5297779,$0.20,,,,,0,0,5297779,$0.20
Life,1949,6,20,5210144,$0.20,,,,,0,0,5210144,$0.20
Life,1949,6,27,5239728,$0.20,,,,,0,0,5239728,$0.20
Life,1949,7,4,5296872,$0.20,,,,,0,0,5296872,$0.20
Life,1949,7,11,5195986,$0.20,,,,,0,0,5195986,$0.20
Life,1949,7,18,5306106,$0.20,,,,,0,0,5306106,$0.20
Life,1949,7,25,5228650,$0.20,,,,,0,0,5228650,$0.20
Life,1949,8,1,5271353,$0.20,,,,,0,0,5271353,$0.20
Life,1949,8,8,5263599,$0.20,,,,,0,0,5263599,$0.20
Life,1949,8,15,5378158,$0.20,,,,,0,0,5378158,$0.20
Life,1949,8,22,5326578,$0.20,,,,,0,0,5326578,$0.20
Life,1949,8,29,5257738,$0.20,,,,,0,0,5257738,$0.20
Life,1949,9,5,5339658,$0.20,,,,,0,0,5339658,$0.20
Life,1949,9,12,5349542,$0.20,,,,,0,0,5349542,$0.20
Life,1949,9,19,5415325,$0.20,,,,,0,0,5415325,$0.20
Life,1949,9,26,5347951,$0.20,,,,,0,0,5347951,$0.20
Life,1949,10,3,5251861,$0.20,,,,,0,0,5251861,$0.20
Life,1949,10,10,5237746,$0.20,,,,,0,0,5237746,$0.20
Life,1949,10,17,5335938,$0.20,,,,,0,0,5335938,$0.20
Life,1949,10,24,5321608,$0.20,,,,,0,0,5321608,$0.20
Life,1949,10,31,5266802,$0.20,,,,,0,0,5268488,$0.20
Life,1949,11,7,5268488,$0.20,,,,,0,0,5268488,$0.20
Life,1949,11,14,5304695,$0.20,,,,,0,0,5304695,$0.20
Life,1949,11,21,5309694,$0.20,,,,,0,0,5309694,$0.20
Life,1949,11,28,5351220,$0.20,,,,,0,0,5351220,$0.20
Life,1949,12,5,5379090,$0.20,,,,,0,0,5379090,$0.20
Life,1949,12,12,5295502,$0.20,,,,,0,0,5295502,$0.20
Life,1949,12,19,5261084,$0.20,,,,,0,0,5261084,$0.20
Life,1949,12,26,5378993,$0.20,,,,,0,0,5378993,$0.20
Life,1950,1,2,5537074,$0.20,,,,,0,0,5537074,$0.20
Life,1950,1,9,5393722,$0.20,,,,,0,0,5393722,$0.20
Life,1950,1,16,5401206,$0.20,,,,,0,0,5401206,$0.20
Life,1950,1,23,5436084,$0.20,,,,,0,0,5436084,$0.20
Life,1950,1,30,5548447,$0.20,,,,,0,0,5548447,$0.20
Life,1950,2,6,5395821,$0.20,,,,,0,0,5395821,$0.20
Life,1950,2,13,5377580,$0.20,,,,,0,0,5377580,$0.20
Life,1950,2,20,5335006,$0.20,,,,,0,0,5335006,$0.20
Life,1950,2,27,5398070,$0.20,,,,,0,0,5398070,$0.20
Life,1950,3,6,5244680,$0.20,,,,,0,0,5244680,$0.20
Life,1950,3,13,5248732,$0.20,,,,,0,0,5248732,$0.20
Life,1950,3,20,5247265,$0.20,,,,,0,0,5247265,$0.20
Life,1950,3,27,5330817,$0.20,,,,,0,0,5330817,$0.20
Life,1950,4,3,5206665,$0.20,,,,,0,0,5206665,$0.20
Life,1950,4,10,5190242,$0.20,,,,,0,0,5190242,$0.20
Life,1950,4,17,5257704,$0.20,,,,,0,0,5257704,$0.20
Life,1950,4,24,5221292,$0.20,,,,,0,0,5221292,$0.20
Life,1950,5,1,5300186,$0.20,,,,,0,0,5300186,$0.20
Life,1950,5,8,5322233,$0.20,,,,,0,0,5322233,$0.20
Life,1950,5,15,5322796,$0.20,,,,,0,0,5322796,$0.20
Life,1950,5,22,5527118,$0.20,,,,,0,0,5527118,$0.20
Life,1950,5,29,5481304,$0.20,,,,,0,0,5481304,$0.20
Life,1950,6,5,5485503,$0.20,,,,,0,0,5485503,$0.20
Life,1950,6,12,5481181,$0.20,,,,,0,0,5481181,$0.20
Life,1950,6,19,5412693,$0.20,,,,,0,0,5412693,$0.20
Life,1950,6,26,5375312,$0.20,,,,,0,0,5375312,$0.20
Life,1950,7,3,5339615,$0.20,,,,,0,0,5339615,$0.20
Life,1950,7,10,5382231,$0.20,,,,,0,0,5382231,$0.20
Life,1950,7,17,5490731,$0.20,,,,,0,0,5490731,$0.20
Life,1950,7,24,5276766,$0.20,,,,,0,0,5276766,$0.20
Life,1950,7,31,5500928,$0.20,,,,,0,0,5500928,$0.20
Life,1950,8,7,5222573,$0.20,,,,,0,0,5222573,$0.20
Life,1950,8,14,5323030,$0.20,,,,,0,0,5323030,$0.20
Life,1950,8,21,5379205,$0.20,,,,,0,0,5379205,$0.20
Life,1950,8,28,5274565,$0.20,,,,,0,0,5274565,$0.20
Life,1950,9,4,5440786,$0.20,,,,,0,0,5440786,$0.20
Life,1950,9,11,5429731,$0.20,,,,,0,0,5429731,$0.20
Life,1950,9,18,5333079,$0.20,,,,,0,0,5333079,$0.20
Life,1950,9,25,5258744,$0.20,,,,,0,0,5258744,$0.20
Life,1950,10,2,5219059,$0.20,,,,,0,0,5219059,$0.20
Life,1950,10,9,5348969,$0.20,,,,,0,0,5348969,$0.20
Life,1950,10,16,5455998,$0.20,,,,,0,0,5455998,$0.20
Life,1950,10,23,5231363,$0.20,,,,,0,0,5231363,$0.20
Life,1950,10,30,5266589,$0.20,,,,,0,0,5266589,$0.20
Life,1950,11,6,5209630,$0.20,,,,,0,0,5209630,$0.20
Life,1950,11,13,5221495,$0.20,,,,,0,0,5221495,$0.20
Life,1950,11,20,5328383,$0.20,,,,,0,0,5328383,$0.20
Life,1950,11,27,5230258,$0.20,,,,,0,0,5230258,$0.20
Life,1950,12,4,5296793,$0.20,,,,,0,0,5296793,$0.20
Life,1950,12,11,5274931,$0.20,,,,,0,0,5274931,$0.20
Life,1950,12,18,5180810,$0.20,,,,,0,0,5180810,$0.20
Life,1950,12,25,5301625,$0.20,,,,,0,0,5301625,$0.20
Life,1951,1,1,5287561,$0.20,,,,,0,0,5287561,$0.20
Life,1951,1,8,5329320,$0.20,,,,,0,0,5329320,$0.20
Life,1951,1,15,5317791,$0.20,,,,,0,0,5317791,$0.20
Life,1951,1,22,5268441,$0.20,,,,,0,0,5268441,$0.20
Life,1951,1,29,5293699,$0.20,,,,,0,0,5293699,$0.20
Life,1951,2,5,5229037,$0.20,,,,,0,0,5229037,$0.20
Life,1951,2,12,5301522,$0.20,,,,,0,0,5301522,$0.20
Life,1951,2,19,5341862,$0.20,,,,,0,0,5341862,$0.20
Life,1951,2,26,5360199,$0.20,,,,,0,0,5360199,$0.20
Life,1951,3,5,5221437,$0.20,,,,,0,0,5221437,$0.20
Life,1951,3,12,5246582,$0.20,,,,,0,0,5246582,$0.20
Life,1951,3,19,5321992,$0.20,,,,,0,0,5321992,$0.20
Life,1951,3,26,5190554,$0.20,,,,,0,0,5190554,$0.20
Life,1951,4,2,5255693,$0.20,,,,,0,0,5255693,$0.20
Life,1951,4,9,5359721,$0.20,,,,,0,0,5359721,$0.20
Life,1951,4,16,5357504,$0.20,,,,,0,0,5357504,$0.20
Life,1951,4,23,5406671,$0.20,,,,,0,0,5406671,$0.20
Life,1951,4,30,5338649,$0.20,,,,,0,0,5338649,$0.20
Life,1951,5,7,5272472,$0.20,,,,,0,0,5272472,$0.20
Life,1951,5,14,5232666,$0.20,,,,,0,0,5232666,$0.20
Life,1951,5,21,5262134,$0.20,,,,,0,0,5262134,$0.20
Life,1951,5,28,5248665,$0.20,,,,,0,0,5248665,$0.20
Life,1951,6,4,5280487,$0.20,,,,,0,0,5280487,$0.20
Life,1951,6,11,5366347,$0.20,,,,,0,0,5366347,$0.20
Life,1951,6,18,5380223,$0.20,,,,,0,0,5380223,$0.20
Life,1951,6,25,5363378,$0.20,,,,,0,0,5363378,$0.20
Life,1951,7,2,5276825,$0.20,,,,,0,0,5276825,$0.20
Life,1951,7,9,5201982,$0.20,,,,,0,0,5201982,$0.20
Life,1951,7,16,5447839,$0.20,,,,,0,0,5447839,$0.20
Life,1951,7,23,5225148,$0.20,,,,,0,0,5225148,$0.20
Life,1951,7,30,5298820,$0.20,,,,,0,0,5298820,$0.20
Life,1951,8,6,5258754,$0.20,,,,,0,0,5258754,$0.20
Life,1951,8,13,5375796,$0.20,,,,,0,0,5375796,$0.20
Life,1951,8,20,5310429,$0.20,,,,,0,0,5310429,$0.20
Life,1951,8,27,5353501,$0.20,,,,,0,0,5353501,$0.20
Life,1951,9,3,5406281,$0.20,,,,,0,0,5406281,$0.20
Life,1951,9,10,5283925,$0.20,,,,,0,0,5283925,$0.20
Life,1951,9,17,5428410,$0.20,,,,,0,0,5428410,$0.20
Life,1951,9,24,5324790,$0.20,,,,,0,0,5324790,$0.20
Life,1951,10,1,5257593,$0.20,,,,,0,0,5257593,$0.20
Life,1951,10,8,5207108,$0.20,,,,,0,0,5207108,$0.20
Life,1951,10,15,5293846,$0.20,,,,,0,0,5293846,$0.20
Life,1951,10,22,5318236,$0.20,,,,,0,0,5318236,$0.20
Life,1951,10,29,5257164,$0.20,,,,,0,0,5257164,$0.20
Life,1951,11,5,5317785,$0.20,,,,,0,0,5317785,$0.20
Life,1951,11,12,5213137,$0.20,,,,,0,0,5213137,$0.20
Life,1951,11,19,5272536,$0.20,,,,,0,0,5272536,$0.20
Life,1951,11,26,5212620,$0.20,,,,,0,0,5212620,$0.20
Life,1951,12,3,5353353,$0.20,,,,,0,0,5353353,$0.20
Life,1951,12,10,5279191,$0.20,,,,,0,0,5279191,$0.20
Life,1951,12,17,5216477,$0.20,,,,,0,0,5216477,$0.20
Life,1951,12,24,5239202,$0.20,,,,,0,0,5239202,$0.20
Life,1951,12,31,5378953,$0.20,,,,,0,0,5378953,$0.20
Life,1952,1,7,5229123,$0.20,,,,,0,0,5229123,$0.20
Life,1952,1,14,5202473,$0.20,,,,,0,0,5202473,$0.20
Life,1952,1,21,5236816,$0.20,,,,,0,0,5236816,$0.20
Life,1952,1,28,5336934,$0.20,,,,,0,0,5336934,$0.20
Life,1952,2,4,5366749,$0.20,,,,,0,0,5366749,$0.20
Life,1952,2,11,5305874,$0.20,,,,,0,0,5305874,$0.20
Life,1952,2,18,5353980,$0.20,,,,,0,0,5353980,$0.20
Life,1952,2,25,5440117,$0.20,,,,,0,0,5440117,$0.20
Life,1952,3,3,5270709,$0.20,,,,,0,0,5270709,$0.20
Life,1952,3,10,5276193,$0.20,,,,,0,0,5276193,$0.20
Life,1952,3,17,5471319,$0.20,,,,,0,0,5471319,$0.20
Life,1952,3,24,5366158,$0.20,,,,,0,0,5366158,$0.20
Life,1952,3,31,5530045,$0.20,,,,,0,0,5530045,$0.20
Life,1952,4,7,5570986,$0.20,,,,,0,0,5570986,$0.20
Life,1952,4,14,5416593,$0.20,,,,,0,0,5416593,$0.20
Life,1952,4,21,5320041,$0.20,,,,,0,0,5320041,$0.20
Life,1952,4,28,5279196,$0.20,,,,,0,0,5279196,$0.20
Life,1952,5,5,5327893,$0.20,,,,,0,0,5327893,$0.20
Life,1952,5,12,5305738,$0.20,,,,,0,0,5305738,$0.20
Life,1952,5,19,5407826,$0.20,,,,,0,0,5407826,$0.20
Life,1952,5,26,5316691,$0.20,,,,,0,0,5316691,$0.20
Life,1952,6,2,5242630,$0.20,,,,,0,0,5242630,$0.20
Life,1952,6,9,5223366,$0.20,,,,,0,0,5223366,$0.20
Life,1952,6,16,5245033,$0.20,,,,,0,0,5245033,$0.20
Life,1952,6,23,5364429,$0.20,,,,,0,0,5364429,$0.20
Life,1952,6,30,5239763,$0.20,,,,,0,0,5239763,$0.20
Life,1952,7,7,,$0.20,,,,,0,0,-1,$0.20
Life,1952,7,14,,$0.20,,,,,0,0,-1,$0.20
Life,1952,7,21,,$0.20,,,,,0,0,-1,$0.20
Life,1952,7,28,,$0.20,,,,,0,0,-1,$0.20
Life,1952,8,4,,$0.20,,,,,0,0,-1,$0.20
Life,1952,8,11,,$0.20,,,,,0,0,-1,$0.20
Life,1952,8,18,,$0.20,,,,,0,0,-1,$0.20
Life,1952,8,25,,$0.20,,,,,0,0,-1,$0.20
Life,1952,9,1,,$0.20,,,,,0,0,-1,$0.20
Life,1952,9,8,,$0.20,,,,,0,0,-1,$0.20
Life,1952,9,15,,$0.20,,,,,0,0,-1,$0.20
Life,1952,9,22,,$0.20,,,,,0,0,-1,$0.20
Life,1952,9,29,,$0.20,,,,,0,0,-1,$0.20
Life,1952,10,6,,$0.20,,,,,0,0,-1,$0.20
Life,1952,10,13,,$0.20,,,,,0,0,-1,$0.20
Life,1952,10,20,,$0.20,,,,,0,0,-1,$0.20
Life,1952,10,27,,$0.20,,,,,0,0,-1,$0.20
Life,1952,11,3,,$0.20,,,,,0,0,-1,$0.20
Life,1952,11,10,,$0.20,,,,,0,0,-1,$0.20
Life,1952,11,17,,$0.20,,,,,0,0,-1,$0.20
Life,1952,11,24,,$0.20,,,,,0,0,-1,$0.20
Life,1952,12,1,,$0.20,,,,,0,0,-1,$0.20
Life,1952,12,8,,$0.20,,,,,0,0,-1,$0.20
Life,1952,12,15,,$0.20,,,,,0,0,-1,$0.20
Life,1952,12,22,,$0.20,,,,,0,0,-1,$0.20
Life,1952,12,29,,$0.20,,,,,0,0,-1,$0.20
Life,1953,1,5,5382813,$0.20,,,,,0,0,5382813,$0.20
Life,1953,1,12,5288110,$0.20,,,,,0,0,5288110,$0.20
Life,1953,1,19,5219357,$0.20,,,,,0,0,5219357,$0.20
Life,1953,1,26,5303023,$0.20,,,,,0,0,5303023,$0.20
Life,1953,2,2,5479714,$0.20,,,,,0,0,5479714,$0.20
Life,1953,2,9,5640675,$0.20,,,,,0,0,5640675,$0.20
Life,1953,2,16,5415506,$0.20,,,,,0,0,5415506,$0.20
Life,1953,2,23,5416106,$0.20,,,,,0,0,5416106,$0.20
Life,1953,3,2,5248219,$0.20,,,,,0,0,5248219,$0.20
Life,1953,3,9,5247054,$0.20,,,,,0,0,5247054,$0.20
Life,1953,3,16,5536418,$0.20,,,,,0,0,5536418,$0.20
Life,1953,3,23,5410604,$0.20,,,,,0,0,5410604,$0.20
Life,1953,3,30,5353866,$0.20,,,,,0,0,5353866,$0.20
Life,1953,4,6,5612952,$0.20,,,,,0,0,5612952,$0.20
Life,1953,4,13,5637939,$0.20,,,,,0,0,5637939,$0.20
Life,1953,4,20,5463185,$0.20,,,,,0,0,5463185,$0.20
Life,1953,4,27,5487139,$0.20,,,,,0,0,5487139,$0.20
Life,1953,5,4,5723588,$0.20,,,,,0,0,5723588,$0.20
Life,1953,5,11,5499909,$0.20,,,,,0,0,5499909,$0.20
Life,1953,5,18,5474228,$0.20,,,,,0,0,5474228,$0.20
Life,1953,5,25,5601201,$0.20,,,,,0,0,5601201,$0.20
Life,1953,6,1,5497778,$0.20,,,,,0,0,5497778,$0.20
Life,1953,6,8,5516705,$0.20,,,,,0,0,5516705,$0.20
Life,1953,6,15,5644034,$0.20,,,,,0,0,5644034,$0.20
Life,1953,6,22,5346745,$0.20,,,,,0,0,5346745,$0.20
Life,1953,6,29,5519212,$0.20,,,,,0,0,5519212,$0.20
Life,1953,7,6,5515832,$0.20,,,,,0,0,5515832,$0.20
Life,1953,7,13,5545894,$0.20,,,,,0,0,5545894,$0.20
Life,1953,7,20,5409950,$0.20,,,,,0,0,5409950,$0.20
Life,1953,7,27,5373068,$0.20,,,,,0,0,5373068,$0.20
Life,1953,8,3,5340096,$0.20,,,,,0,0,5340096,$0.20
Life,1953,8,10,5378515,$0.20,,,,,0,0,5378515,$0.20
Life,1953,8,17,5476142,$0.20,,,,,0,0,5476142,$0.20
Life,1953,8,24,5519801,$0.20,,,,,0,0,5519801,$0.20
Life,1953,8,31,5381655,$0.20,,,,,0,0,5381655,$0.20
Life,1953,9,7,5577518,$0.20,,,,,0,0,5577518,$0.20
Life,1953,9,14,5369428,$0.20,,,,,0,0,5369428,$0.20
Life,1953,9,21,5275343,$0.20,,,,,0,0,5275343,$0.20
Life,1953,9,28,5294997,$0.20,,,,,0,0,5294997,$0.20
Life,1953,10,5,5319801,$0.20,,,,,0,0,5319801,$0.20
Life,1953,10,12,5351614,$0.20,,,,,0,0,5351614,$0.20
Life,1953,10,19,5635387,$0.20,,,,,0,0,5635387,$0.20
Life,1953,10,26,5397163,$0.20,,,,,0,0,5397163,$0.20
Life,1953,11,2,5428790,$0.20,,,,,0,0,5428790,$0.20
Life,1953,11,9,5532368,$0.20,,,,,0,0,5532368,$0.20
Life,1953,11,16,5594961,$0.20,,,,,0,0,5594961,$0.20
Life,1953,11,23,5610166,$0.20,,,,,0,0,5610166,$0.20
Life,1953,11,30,5737694,$0.20,,,,,0,0,5737694,$0.20
Life,1953,12,7,5688464,$0.20,,,,,0,0,5688464,$0.20
Life,1953,12,14,5512811,$0.20,,,,,0,0,5512811,$0.20
Life,1953,12,21,5520015,$0.20,,,,,0,0,5520015,$0.20
Life,1953,12,28,5499609,$0.20,,,,,0,0,5499609,$0.20
Life,1954,1,4,5656977,$0.20,,,,,0,0,5656977,$0.20
Life,1954,1,11,5628592,$0.20,,,,,0,0,5628592,$0.20
Life,1954,1,18,5571939,$0.20,,,,,0,0,5571939,$0.20
Life,1954,1,25,5616639,$0.20,,,,,0,0,5616639,$0.20
Life,1954,2,1,5552166,$0.20,,,,,0,0,5552166,$0.20
Life,1954,2,8,5733126,$0.20,,,,,0,0,5733126,$0.20
Life,1954,2,15,5545783,$0.20,,,,,0,0,5545783,$0.20
Life,1954,2,22,5569426,$0.20,,,,,0,0,5569426,$0.20
Life,1954,3,1,5582129,$0.20,,,,,0,0,5582129,$0.20
Life,1954,3,8,5621473,$0.20,,,,,0,0,5621473,$0.20
Life,1954,3,15,5677489,$0.20,,,,,0,0,5677489,$0.20
Life,1954,3,22,5624473,$0.20,,,,,0,0,5624473,$0.20
Life,1954,3,29,5599018,$0.20,,,,,0,0,5599018,$0.20
Life,1954,4,5,5746506,$0.20,,,,,0,0,5746506,$0.20
Life,1954,4,12,5656779,$0.20,,,,,0,0,5656779,$0.20
Life,1954,4,19,5596538,$0.20,,,,,0,0,5596538,$0.20
Life,1954,4,26,5528410,$0.20,,,,,0,0,5528410,$0.20
Life,1954,5,3,5649291,$0.20,,,,,0,0,5649291,$0.20
Life,1954,5,10,5773611,$0.20,,,,,0,0,5773611,$0.20
Life,1954,5,17,5597110,$0.20,,,,,0,0,5597110,$0.20
Life,1954,5,24,5523646,$0.20,,,,,0,0,5523646,$0.20
Life,1954,5,31,5551701,$0.20,,,,,0,0,5551701,$0.20
Life,1954,6,7,5693513,$0.20,,,,,0,0,5693513,$0.20
Life,1954,6,14,5542865,$0.20,,,,,0,0,5542865,$0.20
Life,1954,6,21,5598317,$0.20,,,,,0,0,5598317,$0.20
Life,1954,6,28,5554445,$0.20,,,,,0,0,5554445,$0.20
Life,1954,7,5,,$0.20,,,,,0,0,-1,$0.20
Life,1954,7,12,,$0.20,,,,,0,0,-1,$0.20
Life,1954,7,19,,$0.20,,,,,0,0,-1,$0.20
Life,1954,7,26,,$0.20,,,,,0,0,-1,$0.20
Life,1954,8,2,,$0.20,,,,,0,0,-1,$0.20
Life,1954,8,9,,$0.20,,,,,0,0,-1,$0.20
Life,1954,8,16,,$0.20,,,,,0,0,-1,$0.20
Life,1954,8,23,,$0.20,,,,,0,0,-1,$0.20
Life,1954,8,30,,$0.20,,,,,0,0,-1,$0.20
Life,1954,9,6,,$0.20,,,,,0,0,-1,$0.20
Life,1954,9,13,,$0.20,,,,,0,0,-1,$0.20
Life,1954,9,20,,$0.20,,,,,0,0,-1,$0.20
Life,1954,9,27,,$0.20,,,,,0,0,-1,$0.20
Life,1954,10,4,,$0.20,,,,,0,0,-1,$0.20
Life,1954,10,11,,$0.20,,,,,0,0,-1,$0.20
Life,1954,10,18,,$0.20,,,,,0,0,-1,$0.20
Life,1954,10,25,,$0.20,,,,,0,0,-1,$0.20
Life,1954,11,1,,$0.20,,,,,0,0,-1,$0.20
Life,1954,11,8,,$0.20,,,,,0,0,-1,$0.20
Life,1954,11,15,,$0.20,,,,,0,0,-1,$0.20
Life,1954,11,22,,$0.20,,,,,0,0,-1,$0.20
Life,1954,11,29,,$0.20,,,,,0,0,-1,$0.20
Life,1954,12,6,,$0.20,,,,,0,0,-1,$0.20
Life,1954,12,13,,$0.20,,,,,0,0,-1,$0.20
Life,1954,12,20,,$0.20,,,,,0,0,-1,$0.20
Life,1954,12,27,,$0.20,,,,,0,0,-1,$0.20
Life,1955,1,3,5461946,$0.20,,,,,0,0,5461946,$0.20
Life,1955,1,10,5553905,$0.20,,,,,0,0,5553905,$0.20
Life,1955,1,17,5684016,$0.20,,,,,0,0,5684016,$0.20
Life,1955,1,24,5684863,$0.20,,,,,0,0,5684863,$0.20
Life,1955,1,31,5615753,$0.20,,,,,0,0,5615753,$0.20
Life,1955,2,7,5741343,$0.20,,,,,0,0,5741343,$0.20
Life,1955,2,14,5614078,$0.20,,,,,0,0,5614078,$0.20
Life,1955,2,21,5616929,$0.20,,,,,0,0,5616929,$0.20
Life,1955,2,28,5549415,$0.20,,,,,0,0,5549415,$0.20
Life,1955,3,7,5737954,$0.20,,,,,0,0,5737954,$0.20
Life,1955,3,14,5789115,$0.20,,,,,0,0,5789115,$0.20
Life,1955,3,21,5837420,$0.20,,,,,0,0,5837420,$0.20
Life,1955,3,28,5622024,$0.20,,,,,0,0,5622024,$0.20
Life,1955,4,4,5687136,$0.20,,,,,0,0,5687136,$0.20
Life,1955,4,11,5702570,$0.20,,,,,0,0,5702570,$0.20
Life,1955,4,18,5658138,$0.20,,,,,0,0,5658138,$0.20
Life,1955,4,25,5636170,$0.20,,,,,0,0,5636170,$0.20
Life,1955,5,2,5527326,$0.20,,,,,0,0,5527326,$0.20
Life,1955,5,9,5668582,$0.20,,,,,0,0,5668582,$0.20
Life,1955,5,16,5618799,$0.20,,,,,0,0,5618799,$0.20
Life,1955,5,23,5591811,$0.20,,,,,0,0,5591811,$0.20
Life,1955,5,30,5567229,$0.20,,,,,0,0,5567229,$0.20
Life,1955,6,6,5624438,$0.20,,,,,0,0,5624438,$0.20
Life,1955,6,13,5853071,$0.20,,,,,0,0,5853071,$0.20
Life,1955,6,20,5695830,$0.20,,,,,0,0,5695830,$0.20
Life,1955,6,27,5702440,$0.20,,,,,0,0,5702440,$0.20
Life,1955,7,4,5430686,$0.20,,,,,0,0,5430686,$0.20
Life,1955,7,11,5476201,$0.20,,,,,0,0,5476201,$0.20
Life,1955,7,18,5488715,$0.20,,,,,0,0,5488715,$0.20
Life,1955,7,25,5517064,$0.20,,,,,0,0,5517064,$0.20
Life,1955,8,1,5469348,$0.20,,,,,0,0,5469348,$0.20
Life,1955,8,8,5530428,$0.20,,,,,0,0,5530428,$0.20
Life,1955,8,15,5655129,$0.20,,,,,0,0,5655129,$0.20
Life,1955,8,22,5580912,$0.20,,,,,0,0,5580912,$0.20
Life,1955,8,29,5551336,$0.20,,,,,0,0,5551336,$0.20
Life,1955,9,5,5535789,$0.20,,,,,0,0,5535789,$0.20
Life,1955,9,12,5523896,$0.20,,,,,0,0,5523896,$0.20
Life,1955,9,19,5575929,$0.20,,,,,0,0,5575929,$0.20
Life,1955,9,26,5639694,$0.20,,,,,0,0,5639694,$0.20
Life,1955,10,3,5520076,$0.20,,,,,0,0,5520076,$0.20
Life,1955,10,10,5529312,$0.20,,,,,0,0,5529312,$0.20
Life,1955,10,17,5563965,$0.20,,,,,0,0,5563965,$0.20
Life,1955,10,24,5535003,$0.20,,,,,0,0,5535003,$0.20
Life,1955,10,31,5490978,$0.20,,,,,0,0,5490978,$0.20
Life,1955,11,7,5687396,$0.20,,,,,0,0,5687396,$0.20
Life,1955,11,14,5528003,$0.20,,,,,0,0,5528003,$0.20
Life,1955,11,21,5495197,$0.20,,,,,0,0,5495197,$0.20
Life,1955,11,28,5484459,$0.20,,,,,0,0,5484459,$0.20
Life,1955,12,5,5518534,$0.20,,,,,0,0,5518534,$0.20
Life,1955,12,12,5685374,$0.20,,,,,0,0,5685374,$0.20
Life,1955,12,19,5448979,$0.20,,,,,0,0,5448979,$0.20
Life,1955,12,26,5896759,$0.35,,,,,0,0,5896759,$0.35